"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"White"	"2106-3"	"Female"	"F"	"97 years"	"97"	307270	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"98 years"	"98"	236635	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	173432	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	355267	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	470	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	142459	24043709	592.5
	"White"	"2106-3"	"Male"	"M"	"1 year"	"1"	10406	24115811	43.2
	"White"	"2106-3"	"Male"	"M"	"2 years"	"2"	7248	24299469	29.8
	"White"	"2106-3"	"Male"	"M"	"3 years"	"3"	5586	24510420	22.8
	"White"	"2106-3"	"Male"	"M"	"4 years"	"4"	4406	24776800	17.8
	"White"	"2106-3"	"Male"	"M"	"5 years"	"5"	3810	24986650	15.2
	"White"	"2106-3"	"Male"	"M"	"6 years"	"6"	3388	25158630	13.5
	"White"	"2106-3"	"Male"	"M"	"7 years"	"7"	3317	25425747	13.0
	"White"	"2106-3"	"Male"	"M"	"8 years"	"8"	3338	25716835	13.0
	"White"	"2106-3"	"Male"	"M"	"9 years"	"9"	3226	26073256	12.4
	"White"	"2106-3"	"Male"	"M"	"10 years"	"10"	3470	26606141	13.0
	"White"	"2106-3"	"Male"	"M"	"11 years"	"11"	3793	26789576	14.2
	"White"	"2106-3"	"Male"	"M"	"12 years"	"12"	4473	27140017	16.5
	"White"	"2106-3"	"Male"	"M"	"13 years"	"13"	5775	27358987	21.1
	"White"	"2106-3"	"Male"	"M"	"14 years"	"14"	7502	27542141	27.2
	"White"	"2106-3"	"Male"	"M"	"15 years"	"15"	10147	27774791	36.5
	"White"	"2106-3"	"Male"	"M"	"16 years"	"16"	15421	28022134	55.0
	"White"	"2106-3"	"Male"	"M"	"17 years"	"17"	19449	28168389	69.0
	"White"	"2106-3"	"Male"	"M"	"18 years"	"18"	26447	28285123	93.5
	"White"	"2106-3"	"Male"	"M"	"19 years"	"19"	30284	28449041	106.4
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	31683	28285329	112.0
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	36084	28179583	128.1
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	36105	27998128	129.0
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	36621	27783896	131.8
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	37287	27649474	134.9
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	37751	27568937	136.9
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	38373	27319523	140.5
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	39142	27363515	143.0
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	39948	27432752	145.6
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	41113	27391734	150.1
	"White"	"2106-3"	"Male"	"M"	"30 years"	"30"	42000	27656390	151.9
	"White"	"2106-3"	"Male"	"M"	"31 years"	"31"	43709	27376039	159.7
	"White"	"2106-3"	"Male"	"M"	"32 years"	"32"	44623	27594172	161.7
	"White"	"2106-3"	"Male"	"M"	"33 years"	"33"	46567	27629592	168.5
	"White"	"2106-3"	"Male"	"M"	"34 years"	"34"	48734	27890737	174.7
	"White"	"2106-3"	"Male"	"M"	"35 years"	"35"	51727	28266427	183.0
	"White"	"2106-3"	"Male"	"M"	"36 years"	"36"	53916	28431014	189.6
	"White"	"2106-3"	"Male"	"M"	"37 years"	"37"	57781	28773724	200.8
	"White"	"2106-3"	"Male"	"M"	"38 years"	"38"	61769	29076721	212.4
	"White"	"2106-3"	"Male"	"M"	"39 years"	"39"	66070	29494051	224.0
	"White"	"2106-3"	"Male"	"M"	"40 years"	"40"	71644	29840147	240.1
	"White"	"2106-3"	"Male"	"M"	"41 years"	"41"	77474	30099048	257.4
	"White"	"2106-3"	"Male"	"M"	"42 years"	"42"	83896	30558661	274.5
	"White"	"2106-3"	"Male"	"M"	"43 years"	"43"	91018	30855004	295.0
	"White"	"2106-3"	"Male"	"M"	"44 years"	"44"	99538	31180044	319.2
	"White"	"2106-3"	"Male"	"M"	"45 years"	"45"	108719	31556466	344.5
	"White"	"2106-3"	"Male"	"M"	"46 years"	"46"	120053	31782666	377.7
	"White"	"2106-3"	"Male"	"M"	"47 years"	"47"	130863	32120985	407.4
	"White"	"2106-3"	"Male"	"M"	"48 years"	"48"	142291	32217655	441.7
	"White"	"2106-3"	"Male"	"M"	"49 years"	"49"	155109	32351692	479.4
	"White"	"2106-3"	"Male"	"M"	"50 years"	"50"	167901	32285578	520.0
	"White"	"2106-3"	"Male"	"M"	"51 years"	"51"	181578	32210802	563.7
	"White"	"2106-3"	"Male"	"M"	"52 years"	"52"	196906	32330695	609.0
	"White"	"2106-3"	"Male"	"M"	"53 years"	"53"	210880	31846367	662.2
	"White"	"2106-3"	"Male"	"M"	"54 years"	"54"	224686	31653522	709.8
	"White"	"2106-3"	"Male"	"M"	"55 years"	"55"	241854	31170473	775.9
	"White"	"2106-3"	"Male"	"M"	"56 years"	"56"	256390	30797820	832.5
	"White"	"2106-3"	"Male"	"M"	"57 years"	"57"	270791	30074530	900.4
	"White"	"2106-3"	"Male"	"M"	"58 years"	"58"	284954	29362167	970.5
	"White"	"2106-3"	"Male"	"M"	"59 years"	"59"	299229	28496456	1050.1
	"White"	"2106-3"	"Male"	"M"	"60 years"	"60"	312765	27574731	1134.2
	"White"	"2106-3"	"Male"	"M"	"61 years"	"61"	324940	26731984	1215.5
	"White"	"2106-3"	"Male"	"M"	"62 years"	"62"	340714	25830523	1319.0
	"White"	"2106-3"	"Male"	"M"	"63 years"	"63"	354758	24782138	1431.5
	"White"	"2106-3"	"Male"	"M"	"64 years"	"64"	366719	23852916	1537.4
	"White"	"2106-3"	"Male"	"M"	"65 years"	"65"	376864	22888713	1646.5
	"White"	"2106-3"	"Male"	"M"	"66 years"	"66"	389313	21915666	1776.4
	"White"	"2106-3"	"Male"	"M"	"67 years"	"67"	402877	20978940	1920.4
	"White"	"2106-3"	"Male"	"M"	"68 years"	"68"	417561	20077920	2079.7
	"White"	"2106-3"	"Male"	"M"	"69 years"	"69"	435231	19190196	2268.0
	"White"	"2106-3"	"Male"	"M"	"70 years"	"70"	451618	18270008	2471.9
	"White"	"2106-3"	"Male"	"M"	"71 years"	"71"	471537	17464027	2700.0
	"White"	"2106-3"	"Male"	"M"	"72 years"	"72"	490268	16538266	2964.4
	"White"	"2106-3"	"Male"	"M"	"73 years"	"73"	509655	15643179	3258.0
	"White"	"2106-3"	"Male"	"M"	"74 years"	"74"	522454	14626087	3572.1
	"White"	"2106-3"	"Male"	"M"	"75 years"	"75"	544910	13860502	3931.4
	"White"	"2106-3"	"Male"	"M"	"76 years"	"76"	565158	13131253	4303.9
	"White"	"2106-3"	"Male"	"M"	"77 years"	"77"	587276	12354814	4753.4
	"White"	"2106-3"	"Male"	"M"	"78 years"	"78"	601304	11521605	5218.9
	"White"	"2106-3"	"Male"	"M"	"79 years"	"79"	617255	10706629	5765.2
	"White"	"2106-3"	"Male"	"M"	"80 years"	"80"	631572	9905690	6375.9
	"White"	"2106-3"	"Male"	"M"	"81 years"	"81"	645552	9137770	7064.7
	"White"	"2106-3"	"Male"	"M"	"82 years"	"82"	652208	8335329	7824.6
	"White"	"2106-3"	"Male"	"M"	"83 years"	"83"	652953	7545404	8653.7
	"White"	"2106-3"	"Male"	"M"	"84 years"	"84"	651576	6755659	9644.9
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	639243	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	621980	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	595909	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	561081	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	516792	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	466626	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	409823	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	352562	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"93 years"	"93"	294174	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"94 years"	"94"	236126	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"95 years"	"95"	183823	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"96 years"	"96"	137823	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"97 years"	"97"	99343	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"98 years"	"98"	68806	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"99 years"	"99"	45856	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"100+ years"	"100"	71389	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	1229	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: deaths_crude_race_gender_age"
"Gender: Female; Male"
"Hispanic Origin: Not Hispanic or Latino"
"Race: Black or African American; White"
"Group By: Race; Gender; Single-Year Ages"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Apr 26, 2022 6:38:55 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files, 1999-2020, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 26, 2022 6:38:55 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"6. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
