"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2003"	"2003"	1448	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"1999"	"1999"	1164	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2000"	"2000"	1082	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2001"	"2001"	1215	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2002"	"2002"	1184	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2003"	"2003"	1180	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"1999"	"1999"	912	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2000"	"2000"	1012	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2001"	"2001"	972	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2002"	"2002"	1023	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2003"	"2003"	995	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"1999"	"1999"	767	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2000"	"2000"	709	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2001"	"2001"	780	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2002"	"2002"	760	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2003"	"2003"	788	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"1999"	"1999"	628	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2000"	"2000"	639	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2001"	"2001"	586	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2002"	"2002"	634	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2003"	"2003"	614	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"1999"	"1999"	1535	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2000"	"2000"	1674	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2001"	"2001"	1732	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2002"	"2002"	1675	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2003"	"2003"	1849	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"1999"	"1999"	16	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2000"	"2000"	14	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2001"	"2001"	10	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2002"	"2002"	10	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2003"	"2003"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"1999"	"1999"	4765	288647	1650.8
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2000"	"2000"	4757	293061	1623.2
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2001"	"2001"	4651	305923	1520.3
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2002"	"2002"	4520	298109	1516.2
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2003"	"2003"	4601	293639	1566.9
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"1999"	"1999"	300	292607	102.5
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2000"	"2000"	273	296413	92.1
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2001"	"2001"	270	295458	91.4
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2002"	"2002"	270	305052	88.5
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2003"	"2003"	276	297376	92.8
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"1999"	"1999"	182	292995	62.1
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2000"	"2000"	178	297118	59.9
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2001"	"2001"	159	293087	54.3
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2002"	"2002"	163	295072	55.2
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2003"	"2003"	175	304657	57.4
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"1999"	"1999"	120	292160	41.1
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2000"	"2000"	124	296830	41.8
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2001"	"2001"	124	297045	41.7
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2002"	"2002"	131	293279	44.7
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2003"	"2003"	139	295452	47.0
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"1999"	"1999"	132	315097	41.9
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2000"	"2000"	97	306674	31.6
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2001"	"2001"	102	297913	34.2
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2002"	"2002"	117	298252	39.2
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2003"	"2003"	91	295156	30.8
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"1999"	"1999"	113	326321	34.6
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2000"	"2000"	94	317079	29.6
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2001"	"2001"	90	303539	29.7
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2002"	"2002"	82	298753	27.4
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2003"	"2003"	78	299247	26.1
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"1999"	"1999"	107	333336	32.1
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2000"	"2000"	83	327671	25.3
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2001"	"2001"	79	316379	25.0
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2002"	"2002"	63	303668	20.7
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2003"	"2003"	66	298673	22.1
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"1999"	"1999"	107	339847	31.5
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2000"	"2000"	74	339703	21.8
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2001"	"2001"	53	325686	16.3
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2002"	"2002"	62	317063	19.6
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2003"	"2003"	70	304441	23.0
	"Black or African American"	"2054-5"	"Male"	"M"	"8 years"	"8"	"1999"	"1999"	97	340153	28.5
	"Black or African American"	"2054-5"	"Male"	"M"	"8 years"	"8"	"2000"	"2000"	89	341453	26.1
	"Black or African American"	"2054-5"	"Male"	"M"	"8 years"	"8"	"2001"	"2001"	83	338283	24.5
	"Black or African American"	"2054-5"	"Male"	"M"	"8 years"	"8"	"2002"	"2002"	87	326528	26.6
	"Black or African American"	"2054-5"	"Male"	"M"	"8 years"	"8"	"2003"	"2003"	74	318027	23.3
	"Black or African American"	"2054-5"	"Male"	"M"	"9 years"	"9"	"1999"	"1999"	84	348070	24.1
	"Black or African American"	"2054-5"	"Male"	"M"	"9 years"	"9"	"2000"	"2000"	85	348099	24.4
	"Black or African American"	"2054-5"	"Male"	"M"	"9 years"	"9"	"2001"	"2001"	95	341631	27.8
	"Black or African American"	"2054-5"	"Male"	"M"	"9 years"	"9"	"2002"	"2002"	98	340403	28.8
	"Black or African American"	"2054-5"	"Male"	"M"	"9 years"	"9"	"2003"	"2003"	64	329214	19.4
	"Black or African American"	"2054-5"	"Male"	"M"	"10 years"	"10"	"1999"	"1999"	102	341504	29.9
	"Black or African American"	"2054-5"	"Male"	"M"	"10 years"	"10"	"2000"	"2000"	94	349552	26.9
	"Black or African American"	"2054-5"	"Male"	"M"	"10 years"	"10"	"2001"	"2001"	104	350805	29.6
	"Black or African American"	"2054-5"	"Male"	"M"	"10 years"	"10"	"2002"	"2002"	89	348010	25.6
	"Black or African American"	"2054-5"	"Male"	"M"	"10 years"	"10"	"2003"	"2003"	101	349035	28.9
	"Black or African American"	"2054-5"	"Male"	"M"	"11 years"	"11"	"1999"	"1999"	114	317319	35.9
	"Black or African American"	"2054-5"	"Male"	"M"	"11 years"	"11"	"2000"	"2000"	88	328118	26.8
	"Black or African American"	"2054-5"	"Male"	"M"	"11 years"	"11"	"2001"	"2001"	109	355320	30.7
	"Black or African American"	"2054-5"	"Male"	"M"	"11 years"	"11"	"2002"	"2002"	95	351482	27.0
	"Black or African American"	"2054-5"	"Male"	"M"	"11 years"	"11"	"2003"	"2003"	87	347370	25.0
	"Black or African American"	"2054-5"	"Male"	"M"	"12 years"	"12"	"1999"	"1999"	85	311142	27.3
	"Black or African American"	"2054-5"	"Male"	"M"	"12 years"	"12"	"2000"	"2000"	94	319402	29.4
	"Black or African American"	"2054-5"	"Male"	"M"	"12 years"	"12"	"2001"	"2001"	101	336153	30.0
	"Black or African American"	"2054-5"	"Male"	"M"	"12 years"	"12"	"2002"	"2002"	129	358050	36.0
	"Black or African American"	"2054-5"	"Male"	"M"	"12 years"	"12"	"2003"	"2003"	106	354316	29.9
	"Black or African American"	"2054-5"	"Male"	"M"	"13 years"	"13"	"1999"	"1999"	119	303463	39.2
	"Black or African American"	"2054-5"	"Male"	"M"	"13 years"	"13"	"2000"	"2000"	113	309406	36.5
	"Black or African American"	"2054-5"	"Male"	"M"	"13 years"	"13"	"2001"	"2001"	114	322911	35.3
	"Black or African American"	"2054-5"	"Male"	"M"	"13 years"	"13"	"2002"	"2002"	123	337801	36.4
	"Black or African American"	"2054-5"	"Male"	"M"	"13 years"	"13"	"2003"	"2003"	118	359347	32.8
	"Black or African American"	"2054-5"	"Male"	"M"	"14 years"	"14"	"1999"	"1999"	153	305631	50.1
	"Black or African American"	"2054-5"	"Male"	"M"	"14 years"	"14"	"2000"	"2000"	145	309596	46.8
	"Black or African American"	"2054-5"	"Male"	"M"	"14 years"	"14"	"2001"	"2001"	113	313475	36.0
	"Black or African American"	"2054-5"	"Male"	"M"	"14 years"	"14"	"2002"	"2002"	149	324022	46.0
	"Black or African American"	"2054-5"	"Male"	"M"	"14 years"	"14"	"2003"	"2003"	147	338529	43.4
	"Black or African American"	"2054-5"	"Male"	"M"	"15 years"	"15"	"1999"	"1999"	208	298426	69.7
	"Black or African American"	"2054-5"	"Male"	"M"	"15 years"	"15"	"2000"	"2000"	227	304484	74.6
	"Black or African American"	"2054-5"	"Male"	"M"	"15 years"	"15"	"2001"	"2001"	204	311708	65.4
	"Black or African American"	"2054-5"	"Male"	"M"	"15 years"	"15"	"2002"	"2002"	166	316250	52.5
	"Black or African American"	"2054-5"	"Male"	"M"	"15 years"	"15"	"2003"	"2003"	180	327351	55.0
	"Black or African American"	"2054-5"	"Male"	"M"	"16 years"	"16"	"1999"	"1999"	297	304023	97.7
	"Black or African American"	"2054-5"	"Male"	"M"	"16 years"	"16"	"2000"	"2000"	269	301264	89.3
	"Black or African American"	"2054-5"	"Male"	"M"	"16 years"	"16"	"2001"	"2001"	284	310992	91.3
	"Black or African American"	"2054-5"	"Male"	"M"	"16 years"	"16"	"2002"	"2002"	292	314473	92.9
	"Black or African American"	"2054-5"	"Male"	"M"	"16 years"	"16"	"2003"	"2003"	293	319293	91.8
	"Black or African American"	"2054-5"	"Male"	"M"	"17 years"	"17"	"1999"	"1999"	447	304330	146.9
	"Black or African American"	"2054-5"	"Male"	"M"	"17 years"	"17"	"2000"	"2000"	384	303385	126.6
	"Black or African American"	"2054-5"	"Male"	"M"	"17 years"	"17"	"2001"	"2001"	387	304070	127.3
	"Black or African American"	"2054-5"	"Male"	"M"	"17 years"	"17"	"2002"	"2002"	356	313160	113.7
	"Black or African American"	"2054-5"	"Male"	"M"	"17 years"	"17"	"2003"	"2003"	340	316507	107.4
	"Black or African American"	"2054-5"	"Male"	"M"	"18 years"	"18"	"1999"	"1999"	569	291572	195.1
	"Black or African American"	"2054-5"	"Male"	"M"	"18 years"	"18"	"2000"	"2000"	513	296171	173.2
	"Black or African American"	"2054-5"	"Male"	"M"	"18 years"	"18"	"2001"	"2001"	551	306394	179.8
	"Black or African American"	"2054-5"	"Male"	"M"	"18 years"	"18"	"2002"	"2002"	513	306506	167.4
	"Black or African American"	"2054-5"	"Male"	"M"	"18 years"	"18"	"2003"	"2003"	525	315440	166.4
	"Black or African American"	"2054-5"	"Male"	"M"	"19 years"	"19"	"1999"	"1999"	612	300669	203.5
	"Black or African American"	"2054-5"	"Male"	"M"	"19 years"	"19"	"2000"	"2000"	619	296384	208.9
	"Black or African American"	"2054-5"	"Male"	"M"	"19 years"	"19"	"2001"	"2001"	615	301796	203.8
	"Black or African American"	"2054-5"	"Male"	"M"	"19 years"	"19"	"2002"	"2002"	587	307257	191.0
	"Black or African American"	"2054-5"	"Male"	"M"	"19 years"	"19"	"2003"	"2003"	600	305863	196.2
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	"1999"	"1999"	611	281816	216.8
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	"2000"	"2000"	708	289558	244.5
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	"2001"	"2001"	642	294686	217.9
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	"2002"	"2002"	636	300113	211.9
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	"2003"	"2003"	665	302540	219.8
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	"1999"	"1999"	647	259037	249.8
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	"2000"	"2000"	680	267981	253.7
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	"2001"	"2001"	705	292778	240.8
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	"2002"	"2002"	692	292806	236.3
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	"2003"	"2003"	606	295629	205.0
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	"1999"	"1999"	675	252031	267.8
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	"2000"	"2000"	593	253284	234.1
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	"2001"	"2001"	686	270302	253.8
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	"2002"	"2002"	696	288663	241.1
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	"2003"	"2003"	693	285753	242.5
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	"1999"	"1999"	651	233807	278.4
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	"2000"	"2000"	615	241910	254.2
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	"2001"	"2001"	646	252469	255.9
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	"2002"	"2002"	655	266477	245.8
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	"2003"	"2003"	747	282288	264.6
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	"1999"	"1999"	569	235779	241.3
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	"2000"	"2000"	616	236041	261.0
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	"2001"	"2001"	657	244138	269.1
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	"2002"	"2002"	655	248954	263.1
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	"2003"	"2003"	694	260645	266.3
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	"1999"	"1999"	528	236413	223.3
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	"2000"	"2000"	643	237475	270.8
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	"2001"	"2001"	585	232179	252.0
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	"2002"	"2002"	632	241231	262.0
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	"2003"	"2003"	647	244604	264.5
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"1999"	"1999"	581	234818	247.4
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2000"	"2000"	575	229053	251.0
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2001"	"2001"	628	235227	267.0
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2002"	"2002"	642	228032	281.5
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2003"	"2003"	673	234894	286.5
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"1999"	"1999"	585	250857	233.2
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2000"	"2000"	620	242209	256.0
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2001"	"2001"	584	227052	257.2
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2002"	"2002"	643	232673	276.4
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2003"	"2003"	651	224845	289.5
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"1999"	"1999"	690	254745	270.9
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2000"	"2000"	615	248457	247.5
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2001"	"2001"	617	236637	260.7
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2002"	"2002"	594	224847	264.2
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2003"	"2003"	576	229761	250.7
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"1999"	"1999"	654	250526	261.1
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2000"	"2000"	674	260056	259.2
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2001"	"2001"	642	245272	261.8
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2002"	"2002"	668	234640	284.7
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2003"	"2003"	614	222441	276.0
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"1999"	"1999"	643	251768	255.4
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2000"	"2000"	626	261940	239.0
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2001"	"2001"	701	257239	272.5
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2002"	"2002"	658	246068	267.4
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2003"	"2003"	618	236054	261.8
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"1999"	"1999"	633	240076	263.7
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2000"	"2000"	673	239487	281.0
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2001"	"2001"	664	260540	254.9
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2002"	"2002"	718	254796	281.8
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2003"	"2003"	645	242653	265.8
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"1999"	"1999"	694	243122	285.5
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2000"	"2000"	658	241495	272.5
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2001"	"2001"	677	241014	280.9
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2002"	"2002"	694	260969	265.9
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2003"	"2003"	730	255481	285.7
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"1999"	"1999"	767	248829	308.2
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2000"	"2000"	749	242183	309.3
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2001"	"2001"	725	241750	299.9
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2002"	"2002"	686	240610	285.1
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2003"	"2003"	741	259999	285.0
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"1999"	"1999"	858	264395	324.5
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2000"	"2000"	816	258744	315.4
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2001"	"2001"	725	240699	301.2
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2002"	"2002"	788	241331	326.5
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2003"	"2003"	697	239715	290.8
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"1999"	"1999"	881	275893	319.3
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2000"	"2000"	820	275185	298.0
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2001"	"2001"	850	255184	333.1
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2002"	"2002"	869	241175	360.3
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2003"	"2003"	781	241776	323.0
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"1999"	"1999"	958	265218	361.2
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2000"	"2000"	967	265554	364.1
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2001"	"2001"	882	272353	323.8
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2002"	"2002"	931	254527	365.8
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2003"	"2003"	818	239857	341.0
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"1999"	"1999"	1029	266704	385.8
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2000"	"2000"	951	264810	359.1
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2001"	"2001"	1037	268179	386.7
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2002"	"2002"	932	271568	343.2
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2003"	"2003"	878	253185	346.8
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"1999"	"1999"	1072	254974	420.4
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2000"	"2000"	1088	261103	416.7
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2001"	"2001"	1046	264075	396.1
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2002"	"2002"	1082	267700	404.2
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2003"	"2003"	1019	270974	376.1
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	"1999"	"1999"	1164	271423	428.9
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	"2000"	"2000"	1121	266532	420.6
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	"2001"	"2001"	1144	262957	435.1
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	"2002"	"2002"	1092	263847	413.9
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	"2003"	"2003"	1075	267316	402.1
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	"1999"	"1999"	1247	272091	458.3
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	"2000"	"2000"	1266	277117	456.8
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	"2001"	"2001"	1158	263239	439.9
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	"2002"	"2002"	1150	262587	438.0
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	"2003"	"2003"	1071	263224	406.9
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	"1999"	"1999"	1356	251291	539.6
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	"2000"	"2000"	1324	254227	520.8
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	"2001"	"2001"	1360	276726	491.5
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	"2002"	"2002"	1265	263088	480.8
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	"2003"	"2003"	1269	262375	483.7
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	"1999"	"1999"	1478	254295	581.2
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	"2000"	"2000"	1397	257220	543.1
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	"2001"	"2001"	1381	258811	533.6
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	"2002"	"2002"	1388	276708	501.6
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	"2003"	"2003"	1402	262917	533.2
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	"1999"	"1999"	1547	237571	651.2
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	"2000"	"2000"	1536	246713	622.6
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	"2001"	"2001"	1512	255167	592.6
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	"2002"	"2002"	1421	258606	549.5
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	"2003"	"2003"	1551	276347	561.3
	"Black or African American"	"2054-5"	"Male"	"M"	"44 years"	"44"	"1999"	"1999"	1652	233109	708.7
