"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2016"	"2016"	1025	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2017"	"2017"	1011	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2018"	"2018"	1151	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2019"	"2019"	1175	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2020 "	"2020"	1472	Not Applicable	Not Applicable
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"			20154	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"1999"	"1999"	628	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2000"	"2000"	639	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2001"	"2001"	586	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2002"	"2002"	634	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2003"	"2003"	614	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2004"	"2004"	645	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2005"	"2005"	661	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2006"	"2006"	610	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2007"	"2007"	673	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2008"	"2008"	637	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2009"	"2009"	725	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2010"	"2010"	697	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2011"	"2011"	733	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2012"	"2012"	768	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2013"	"2013"	731	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2014"	"2014"	737	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2015"	"2015"	750	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2016"	"2016"	829	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2017"	"2017"	789	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2018"	"2018"	871	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2019"	"2019"	912	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2020 "	"2020"	1128	Not Applicable	Not Applicable
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"			15997	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"1999"	"1999"	1535	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2000"	"2000"	1674	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2001"	"2001"	1732	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2002"	"2002"	1675	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2003"	"2003"	1849	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2004"	"2004"	1670	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2005"	"2005"	1791	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2006"	"2006"	1720	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2007"	"2007"	1751	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2008"	"2008"	1864	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2009"	"2009"	1810	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2010"	"2010"	1836	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2011"	"2011"	1872	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2012"	"2012"	1939	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2013"	"2013"	2147	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2014"	"2014"	2127	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2015"	"2015"	2215	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2016"	"2016"	2157	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2017"	"2017"	2327	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2018"	"2018"	2224	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2019"	"2019"	2218	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2020 "	"2020"	2959	Not Applicable	Not Applicable
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"			43092	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"1999"	"1999"	16	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2000"	"2000"	14	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2001"	"2001"	10	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2002"	"2002"	10	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2003"	"2003"	3	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2004"	"2004"	9	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2005"	"2005"	14	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2006"	"2006"	8	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2007"	"2007"	13	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2008"	"2008"	6	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2009"	"2009"	7	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2010"	"2010"	2	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2011"	"2011"	6	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2012"	"2012"	10	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2013"	"2013"	7	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2014"	"2014"	4	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2015"	"2015"	5	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2016"	"2016"	3	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2017"	"2017"	6	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2018"	"2018"	2	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2019"	"2019"	8	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2020 "	"2020"	6	Not Applicable	Not Applicable
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"			169	Not Applicable	Not Applicable
"Total"	"Black or African American"	"2054-5"	"Female"	"F"					3278504	451577310	726.0
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"1999"	"1999"	4765	288647	1650.8
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2000"	"2000"	4757	293061	1623.2
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2001"	"2001"	4651	305923	1520.3
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2002"	"2002"	4520	298109	1516.2
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2003"	"2003"	4601	293639	1566.9
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2004"	"2004"	4613	295174	1562.8
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2005"	"2005"	4665	295852	1576.8
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2006"	"2006"	4714	301673	1562.6
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2007"	"2007"	4794	317712	1508.9
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2008"	"2008"	4546	317859	1430.2
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2009"	"2009"	4522	311773	1450.4
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2010"	"2010"	3931	306745	1281.5
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2011"	"2011"	3885	316146	1228.9
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2012"	"2012"	3792	311273	1218.2
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2013"	"2013"	3698	310153	1192.3
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2014"	"2014"	3680	310364	1185.7
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2015"	"2015"	3815	313992	1215.0
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2016"	"2016"	3746	311234	1203.6
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2017"	"2017"	3760	309368	1215.4
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2018"	"2018"	3580	302160	1184.8
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2019"	"2019"	3477	296282	1173.5
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"2020 "	"2020"	3314	300818	1101.7
"Total"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"			91826	6707957	1368.9
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"1999"	"1999"	300	292607	102.5
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2000"	"2000"	273	296413	92.1
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2001"	"2001"	270	295458	91.4
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2002"	"2002"	270	305052	88.5
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2003"	"2003"	276	297376	92.8
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2004"	"2004"	250	293011	85.3
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2005"	"2005"	242	294821	82.1
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2006"	"2006"	257	295563	87.0
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2007"	"2007"	246	301503	81.6
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2008"	"2008"	260	317601	81.9
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2009"	"2009"	224	317819	70.5
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2010"	"2010"	232	310988	74.6
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2011"	"2011"	216	310875	69.5
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2012"	"2012"	205	313478	65.4
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2013"	"2013"	225	310590	72.4
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2014"	"2014"	200	310230	64.5
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2015"	"2015"	255	312015	81.7
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2016"	"2016"	202	311720	64.8
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2017"	"2017"	206	309845	66.5
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2018"	"2018"	214	304841	70.2
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2019"	"2019"	211	297467	70.9
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	"2020 "	"2020"	239	301881	79.2
"Total"	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"			5273	6701154	78.7
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"1999"	"1999"	182	292995	62.1
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2000"	"2000"	178	297118	59.9
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2001"	"2001"	159	293087	54.3
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2002"	"2002"	163	295072	55.2
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2003"	"2003"	175	304657	57.4
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2004"	"2004"	151	297082	50.8
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2005"	"2005"	145	292951	49.5
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2006"	"2006"	149	294844	50.5
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2007"	"2007"	156	295697	52.8
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2008"	"2008"	152	301708	50.4
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2009"	"2009"	159	317885	50.0
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2010"	"2010"	158	318279	49.6
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2011"	"2011"	154	309341	49.8
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2012"	"2012"	155	308495	50.2
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2013"	"2013"	138	310896	44.4
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2014"	"2014"	137	309013	44.3
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2015"	"2015"	145	308637	47.0
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2016"	"2016"	149	311607	47.8
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2017"	"2017"	131	313378	41.8
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2018"	"2018"	163	310882	52.4
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2019"	"2019"	133	304158	43.7
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	"2020 "	"2020"	141	309007	45.6
"Total"	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"			3373	6696789	50.4
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"1999"	"1999"	120	292160	41.1
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2000"	"2000"	124	296830	41.8
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2001"	"2001"	124	297045	41.7
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2002"	"2002"	131	293279	44.7
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2003"	"2003"	139	295452	47.0
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2004"	"2004"	125	305277	40.9
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2005"	"2005"	141	298116	47.3
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2006"	"2006"	120	294237	40.8
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2007"	"2007"	116	296423	39.1
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2008"	"2008"	111	297491	37.3
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2009"	"2009"	102	303808	33.6
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2010"	"2010"	103	318237	32.4
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2011"	"2011"	109	319181	34.1
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2012"	"2012"	101	310343	32.5
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2013"	"2013"	92	308930	29.8
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2014"	"2014"	123	312027	39.4
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2015"	"2015"	121	309325	39.1
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2016"	"2016"	130	310187	41.9
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2017"	"2017"	118	312319	37.8
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2018"	"2018"	108	314416	34.3
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2019"	"2019"	89	310141	28.7
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	"2020 "	"2020"	94	308947	30.4
"Total"	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"			2541	6704171	37.9
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"1999"	"1999"	132	315097	41.9
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2000"	"2000"	97	306674	31.6
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2001"	"2001"	102	297913	34.2
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2002"	"2002"	117	298252	39.2
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2003"	"2003"	91	295156	30.8
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2004"	"2004"	97	297917	32.6
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2005"	"2005"	78	308630	25.3
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2006"	"2006"	86	302028	28.5
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2007"	"2007"	91	298736	30.5
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2008"	"2008"	96	301561	31.8
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2009"	"2009"	76	303311	25.1
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2010"	"2010"	77	308235	25.0
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2011"	"2011"	96	319389	30.1
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2012"	"2012"	102	320025	31.9
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2013"	"2013"	83	310782	26.7
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2014"	"2014"	100	310177	32.2
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2015"	"2015"	87	312310	27.9
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2016"	"2016"	94	310571	30.3
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2017"	"2017"	80	310909	25.7
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2018"	"2018"	89	313308	28.4
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2019"	"2019"	73	313744	23.3
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	"2020 "	"2020"	79	310391	25.5
"Total"	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"			2023	6765116	29.9
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"1999"	"1999"	113	326321	34.6
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2000"	"2000"	94	317079	29.6
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2001"	"2001"	90	303539	29.7
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2002"	"2002"	82	298753	27.4
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2003"	"2003"	78	299247	26.1
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2004"	"2004"	79	296322	26.7
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2005"	"2005"	81	299376	27.1
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2006"	"2006"	104	310248	33.5
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2007"	"2007"	80	303809	26.3
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2008"	"2008"	66	300598	22.0
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2009"	"2009"	74	303644	24.4
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2010"	"2010"	65	304185	21.4
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2011"	"2011"	79	310419	25.4
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2012"	"2012"	79	320307	24.7
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2013"	"2013"	71	320625	22.1
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2014"	"2014"	75	312054	24.0
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2015"	"2015"	86	311019	27.7
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2016"	"2016"	63	313356	20.1
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2017"	"2017"	64	311405	20.6
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2018"	"2018"	71	311958	22.8
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2019"	"2019"	78	312831	24.9
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	"2020 "	"2020"	76	316001	24.1
"Total"	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"			1748	6803096	25.7
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"1999"	"1999"	107	333336	32.1
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2000"	"2000"	83	327671	25.3
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2001"	"2001"	79	316379	25.0
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2002"	"2002"	63	303668	20.7
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2003"	"2003"	66	298673	22.1
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2004"	"2004"	72	298988	24.1
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2005"	"2005"	78	295938	26.4
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2006"	"2006"	63	298750	21.1
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2007"	"2007"	71	309346	23.0
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2008"	"2008"	63	302669	20.8
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2009"	"2009"	69	299263	23.1
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2010"	"2010"	43	302022	14.2
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2011"	"2011"	54	306290	17.6
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2012"	"2012"	51	311523	16.4
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2013"	"2013"	50	321026	15.6
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2014"	"2014"	61	321745	19.0
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2015"	"2015"	71	313015	22.7
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2016"	"2016"	66	311976	21.2
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2017"	"2017"	65	314120	20.7
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2018"	"2018"	55	312470	17.6
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2019"	"2019"	75	311696	24.1
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	"2020 "	"2020"	80	315117	25.4
"Total"	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"			1485	6825681	21.8
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"1999"	"1999"	107	339847	31.5
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2000"	"2000"	74	339703	21.8
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2001"	"2001"	53	325686	16.3
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2002"	"2002"	62	317063	19.6
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2003"	"2003"	70	304441	23.0
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2004"	"2004"	58	299533	19.4
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2005"	"2005"	61	300126	20.3
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	"2006"	"2006"	66	297172	22.2
