"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	39256	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	79453	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	107	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	30687	5321748	576.6
	"White"	"2106-3"	"Male"	"M"	"1 year"	"1"	2274	5362046	42.4
	"White"	"2106-3"	"Male"	"M"	"2 years"	"2"	1543	5439244	28.4
	"White"	"2106-3"	"Male"	"M"	"3 years"	"3"	1241	5489234	22.6
	"White"	"2106-3"	"Male"	"M"	"4 years"	"4"	951	5556283	17.1
	"White"	"2106-3"	"Male"	"M"	"5 years"	"5"	789	5643137	14.0
	"White"	"2106-3"	"Male"	"M"	"6 years"	"6"	686	5678077	12.1
	"White"	"2106-3"	"Male"	"M"	"7 years"	"7"	684	5701553	12.0
	"White"	"2106-3"	"Male"	"M"	"8 years"	"8"	730	5764988	12.7
	"White"	"2106-3"	"Male"	"M"	"9 years"	"9"	661	5798423	11.4
	"White"	"2106-3"	"Male"	"M"	"10 years"	"10"	645	5893180	10.9
	"White"	"2106-3"	"Male"	"M"	"11 years"	"11"	757	5925701	12.8
	"White"	"2106-3"	"Male"	"M"	"12 years"	"12"	851	5993821	14.2
	"White"	"2106-3"	"Male"	"M"	"13 years"	"13"	1092	6053363	18.0
	"White"	"2106-3"	"Male"	"M"	"14 years"	"14"	1412	6082922	23.2
	"White"	"2106-3"	"Male"	"M"	"15 years"	"15"	1935	6149684	31.5
	"White"	"2106-3"	"Male"	"M"	"16 years"	"16"	2851	6248778	45.6
	"White"	"2106-3"	"Male"	"M"	"17 years"	"17"	3677	6359809	57.8
	"White"	"2106-3"	"Male"	"M"	"18 years"	"18"	5285	6482204	81.5
	"White"	"2106-3"	"Male"	"M"	"19 years"	"19"	6359	6613193	96.2
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	6951	6610588	105.1
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	7992	6612484	120.9
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	8119	6554113	123.9
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	8324	6474487	128.6
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	8413	6406482	131.3
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	8485	6350939	133.6
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	8711	6319939	137.8
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	8672	6320904	137.2
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	8875	6308081	140.7
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	9150	6249421	146.4
	"White"	"2106-3"	"Male"	"M"	"30 years"	"30"	9200	6262256	146.9
	"White"	"2106-3"	"Male"	"M"	"31 years"	"31"	9316	6119556	152.2
	"White"	"2106-3"	"Male"	"M"	"32 years"	"32"	9260	6062272	152.7
	"White"	"2106-3"	"Male"	"M"	"33 years"	"33"	9372	5904985	158.7
	"White"	"2106-3"	"Male"	"M"	"34 years"	"34"	9408	5820046	161.6
	"White"	"2106-3"	"Male"	"M"	"35 years"	"35"	9679	5758734	168.1
	"White"	"2106-3"	"Male"	"M"	"36 years"	"36"	10013	5730865	174.7
	"White"	"2106-3"	"Male"	"M"	"37 years"	"37"	10681	5833830	183.1
	"White"	"2106-3"	"Male"	"M"	"38 years"	"38"	11717	6067238	193.1
	"White"	"2106-3"	"Male"	"M"	"39 years"	"39"	12871	6299321	204.3
	"White"	"2106-3"	"Male"	"M"	"40 years"	"40"	14177	6462047	219.4
	"White"	"2106-3"	"Male"	"M"	"41 years"	"41"	15679	6594472	237.8
	"White"	"2106-3"	"Male"	"M"	"42 years"	"42"	17119	6688450	255.9
	"White"	"2106-3"	"Male"	"M"	"43 years"	"43"	18102	6698973	270.2
	"White"	"2106-3"	"Male"	"M"	"44 years"	"44"	20362	6779887	300.3
	"White"	"2106-3"	"Male"	"M"	"45 years"	"45"	22878	6966596	328.4
	"White"	"2106-3"	"Male"	"M"	"46 years"	"46"	26125	7173544	364.2
	"White"	"2106-3"	"Male"	"M"	"47 years"	"47"	29782	7415519	401.6
	"White"	"2106-3"	"Male"	"M"	"48 years"	"48"	33051	7646861	432.2
	"White"	"2106-3"	"Male"	"M"	"49 years"	"49"	37122	7803336	475.7
	"White"	"2106-3"	"Male"	"M"	"50 years"	"50"	40851	7845575	520.7
	"White"	"2106-3"	"Male"	"M"	"51 years"	"51"	44755	7900723	566.5
	"White"	"2106-3"	"Male"	"M"	"52 years"	"52"	48451	7919102	611.8
	"White"	"2106-3"	"Male"	"M"	"53 years"	"53"	51900	7815693	664.0
	"White"	"2106-3"	"Male"	"M"	"54 years"	"54"	54837	7771849	705.6
	"White"	"2106-3"	"Male"	"M"	"55 years"	"55"	58855	7633949	771.0
	"White"	"2106-3"	"Male"	"M"	"56 years"	"56"	62229	7475025	832.5
	"White"	"2106-3"	"Male"	"M"	"57 years"	"57"	64524	7297732	884.2
	"White"	"2106-3"	"Male"	"M"	"58 years"	"58"	67845	7121050	952.7
	"White"	"2106-3"	"Male"	"M"	"59 years"	"59"	70341	6905633	1018.6
	"White"	"2106-3"	"Male"	"M"	"60 years"	"60"	73336	6721379	1091.1
	"White"	"2106-3"	"Male"	"M"	"61 years"	"61"	75786	6599312	1148.4
	"White"	"2106-3"	"Male"	"M"	"62 years"	"62"	81607	6647592	1227.6
	"White"	"2106-3"	"Male"	"M"	"63 years"	"63"	82782	6193846	1336.5
	"White"	"2106-3"	"Male"	"M"	"64 years"	"64"	84601	5906021	1432.5
	"White"	"2106-3"	"Male"	"M"	"65 years"	"65"	86046	5606760	1534.7
	"White"	"2106-3"	"Male"	"M"	"66 years"	"66"	88549	5330231	1661.3
	"White"	"2106-3"	"Male"	"M"	"67 years"	"67"	87213	4787360	1821.7
	"White"	"2106-3"	"Male"	"M"	"68 years"	"68"	90883	4581129	1983.9
	"White"	"2106-3"	"Male"	"M"	"69 years"	"69"	93644	4346472	2154.5
	"White"	"2106-3"	"Male"	"M"	"70 years"	"70"	95571	4072507	2346.7
	"White"	"2106-3"	"Male"	"M"	"71 years"	"71"	95995	3759886	2553.1
	"White"	"2106-3"	"Male"	"M"	"72 years"	"72"	97864	3500465	2795.7
	"White"	"2106-3"	"Male"	"M"	"73 years"	"73"	100904	3313255	3045.5
	"White"	"2106-3"	"Male"	"M"	"74 years"	"74"	104990	3150044	3333.0
	"White"	"2106-3"	"Male"	"M"	"75 years"	"75"	107996	2939359	3674.1
	"White"	"2106-3"	"Male"	"M"	"76 years"	"76"	111823	2770001	4036.9
	"White"	"2106-3"	"Male"	"M"	"77 years"	"77"	117555	2628330	4472.6
	"White"	"2106-3"	"Male"	"M"	"78 years"	"78"	122994	2494661	4930.3
	"White"	"2106-3"	"Male"	"M"	"79 years"	"79"	127318	2368699	5375.0
	"White"	"2106-3"	"Male"	"M"	"80 years"	"80"	134428	2231195	6024.9
	"White"	"2106-3"	"Male"	"M"	"81 years"	"81"	140844	2108508	6679.8
	"White"	"2106-3"	"Male"	"M"	"82 years"	"82"	145923	1959529	7446.8
	"White"	"2106-3"	"Male"	"M"	"83 years"	"83"	147242	1795281	8201.6
	"White"	"2106-3"	"Male"	"M"	"84 years"	"84"	149635	1625176	9207.3
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	148478	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	145669	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	141540	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	134343	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	124164	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	112306	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	97616	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	83075	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"93 years"	"93"	67919	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"94 years"	"94"	53892	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"95 years"	"95"	42036	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"96 years"	"96"	31137	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"97 years"	"97"	22172	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"98 years"	"98"	15174	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"99 years"	"99"	10185	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"100+ years"	"100"	15675	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	206	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: deaths_crude_race_gender_age_09-13"
"Gender: Female; Male"
"Hispanic Origin: Not Hispanic or Latino"
"Race: Black or African American; White"
"Year/Month: 2009; 2010; 2011; 2012; 2013"
"Group By: Race; Gender; Single-Year Ages"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 22, 2023 12:50:40 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 22, 2023 12:50:40 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
