"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	9467	1983560	477.3
	"White"	"2106-3"	"Male"	"M"	"1 year"	"1"	727	2004210	36.3
	"White"	"2106-3"	"Male"	"M"	"2 years"	"2"	490	2047811	23.9
	"White"	"2106-3"	"Male"	"M"	"3 years"	"3"	393	2081052	18.9
	"White"	"2106-3"	"Male"	"M"	"4 years"	"4"	304	2131491	14.3
	"White"	"2106-3"	"Male"	"M"	"5 years"	"5"	282	2144273	13.2
	"White"	"2106-3"	"Male"	"M"	"6 years"	"6"	218	2140470	10.2
	"White"	"2106-3"	"Male"	"M"	"7 years"	"7"	235	2137175	11.0
	"White"	"2106-3"	"Male"	"M"	"8 years"	"8"	226	2149636	10.5
	"White"	"2106-3"	"Male"	"M"	"9 years"	"9"	218	2153159	10.1
	"White"	"2106-3"	"Male"	"M"	"10 years"	"10"	265	2152614	12.3
	"White"	"2106-3"	"Male"	"M"	"11 years"	"11"	311	2190228	14.2
	"White"	"2106-3"	"Male"	"M"	"12 years"	"12"	361	2236657	16.1
	"White"	"2106-3"	"Male"	"M"	"13 years"	"13"	466	2254070	20.7
	"White"	"2106-3"	"Male"	"M"	"14 years"	"14"	591	2264512	26.1
	"White"	"2106-3"	"Male"	"M"	"15 years"	"15"	799	2288882	34.9
	"White"	"2106-3"	"Male"	"M"	"16 years"	"16"	1109	2304669	48.1
	"White"	"2106-3"	"Male"	"M"	"17 years"	"17"	1272	2300849	55.3
	"White"	"2106-3"	"Male"	"M"	"18 years"	"18"	1846	2333866	79.1
	"White"	"2106-3"	"Male"	"M"	"19 years"	"19"	2198	2394705	91.8
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	2449	2414253	101.4
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	3031	2408975	125.8
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	3035	2416367	125.6
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	3186	2440366	130.6
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	3465	2484471	139.5
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	3844	2530796	151.9
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	4166	2572159	162.0
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	4452	2627582	169.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	4828	2689045	179.5
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	5211	2716732	191.8
	"White"	"2106-3"	"Male"	"M"	"30 years"	"30"	5419	2671781	202.8
	"White"	"2106-3"	"Male"	"M"	"31 years"	"31"	5602	2597461	215.7
	"White"	"2106-3"	"Male"	"M"	"32 years"	"32"	5562	2554765	217.7
	"White"	"2106-3"	"Male"	"M"	"33 years"	"33"	5810	2547842	228.0
	"White"	"2106-3"	"Male"	"M"	"34 years"	"34"	6071	2562815	236.9
	"White"	"2106-3"	"Male"	"M"	"35 years"	"35"	6149	2524995	243.5
	"White"	"2106-3"	"Male"	"M"	"36 years"	"36"	6401	2497184	256.3
	"White"	"2106-3"	"Male"	"M"	"37 years"	"37"	6686	2512106	266.2
	"White"	"2106-3"	"Male"	"M"	"38 years"	"38"	6913	2498577	276.7
	"White"	"2106-3"	"Male"	"M"	"39 years"	"39"	7219	2505041	288.2
	"White"	"2106-3"	"Male"	"M"	"40 years"	"40"	7571	2447566	309.3
	"White"	"2106-3"	"Male"	"M"	"41 years"	"41"	7253	2347892	308.9
	"White"	"2106-3"	"Male"	"M"	"42 years"	"42"	7417	2307632	321.4
	"White"	"2106-3"	"Male"	"M"	"43 years"	"43"	7394	2252176	328.3
	"White"	"2106-3"	"Male"	"M"	"44 years"	"44"	7696	2256577	341.0
	"White"	"2106-3"	"Male"	"M"	"45 years"	"45"	8280	2264594	365.6
	"White"	"2106-3"	"Male"	"M"	"46 years"	"46"	8948	2249134	397.8
	"White"	"2106-3"	"Male"	"M"	"47 years"	"47"	10074	2352682	428.2
	"White"	"2106-3"	"Male"	"M"	"48 years"	"48"	11663	2540907	459.0
	"White"	"2106-3"	"Male"	"M"	"49 years"	"49"	12979	2673549	485.5
	"White"	"2106-3"	"Male"	"M"	"50 years"	"50"	14051	2636655	532.9
	"White"	"2106-3"	"Male"	"M"	"51 years"	"51"	14919	2542075	586.9
	"White"	"2106-3"	"Male"	"M"	"52 years"	"52"	16066	2529170	635.2
	"White"	"2106-3"	"Male"	"M"	"53 years"	"53"	17472	2572792	679.1
	"White"	"2106-3"	"Male"	"M"	"54 years"	"54"	20054	2694658	744.2
	"White"	"2106-3"	"Male"	"M"	"55 years"	"55"	23097	2834592	814.8
	"White"	"2106-3"	"Male"	"M"	"56 years"	"56"	25775	2886862	892.8
	"White"	"2106-3"	"Male"	"M"	"57 years"	"57"	27932	2907988	960.5
	"White"	"2106-3"	"Male"	"M"	"58 years"	"58"	30451	2952098	1031.5
	"White"	"2106-3"	"Male"	"M"	"59 years"	"59"	33104	2988173	1107.8
	"White"	"2106-3"	"Male"	"M"	"60 years"	"60"	35365	2953082	1197.6
	"White"	"2106-3"	"Male"	"M"	"61 years"	"61"	37818	2913393	1298.1
	"White"	"2106-3"	"Male"	"M"	"62 years"	"62"	40377	2896074	1394.2
	"White"	"2106-3"	"Male"	"M"	"63 years"	"63"	42424	2818936	1505.0
	"White"	"2106-3"	"Male"	"M"	"64 years"	"64"	43826	2749223	1594.1
	"White"	"2106-3"	"Male"	"M"	"65 years"	"65"	45172	2686242	1681.6
	"White"	"2106-3"	"Male"	"M"	"66 years"	"66"	47003	2586385	1817.3
	"White"	"2106-3"	"Male"	"M"	"67 years"	"67"	47996	2493085	1925.2
	"White"	"2106-3"	"Male"	"M"	"68 years"	"68"	49312	2397701	2056.6
	"White"	"2106-3"	"Male"	"M"	"69 years"	"69"	50180	2313716	2168.8
	"White"	"2106-3"	"Male"	"M"	"70 years"	"70"	52917	2252004	2349.8
	"White"	"2106-3"	"Male"	"M"	"71 years"	"71"	56716	2217402	2557.8
	"White"	"2106-3"	"Male"	"M"	"72 years"	"72"	62190	2276890	2731.4
	"White"	"2106-3"	"Male"	"M"	"73 years"	"73"	60350	1986489	3038.0
	"White"	"2106-3"	"Male"	"M"	"74 years"	"74"	55369	1619399	3419.1
	"White"	"2106-3"	"Male"	"M"	"75 years"	"75"	57898	1574350	3677.6
	"White"	"2106-3"	"Male"	"M"	"76 years"	"76"	63507	1566818	4053.2
	"White"	"2106-3"	"Male"	"M"	"77 years"	"77"	65182	1454191	4482.4
	"White"	"2106-3"	"Male"	"M"	"78 years"	"78"	62559	1249526	5006.6
	"White"	"2106-3"	"Male"	"M"	"79 years"	"79"	61175	1120648	5458.9
	"White"	"2106-3"	"Male"	"M"	"80 years"	"80"	61936	1028499	6022.0
	"White"	"2106-3"	"Male"	"M"	"81 years"	"81"	63282	948077	6674.8
	"White"	"2106-3"	"Male"	"M"	"82 years"	"82"	62873	853766	7364.2
	"White"	"2106-3"	"Male"	"M"	"83 years"	"83"	63460	763356	8313.3
	"White"	"2106-3"	"Male"	"M"	"84 years"	"84"	63874	693146	9215.1
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	63083	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	61413	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	61506	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	60913	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	58190	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	54264	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	49946	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	44667	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"93 years"	"93"	38589	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"94 years"	"94"	32034	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"95 years"	"95"	26120	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"96 years"	"96"	20131	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"97 years"	"97"	15039	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"98 years"	"98"	10863	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"99 years"	"99"	7093	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"100+ years"	"100"	10722	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	67	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: deaths_crude_race_gender_age_19-20"
"Gender: Female; Male"
"Hispanic Origin: Not Hispanic or Latino"
"Race: Black or African American; White"
"Year/Month: 2019; 2020"
"Group By: Race; Gender; Single-Year Ages"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 22, 2023 12:48:52 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 22, 2023 12:48:52 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"6. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
