"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	34162	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	69363	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	115	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	36463	5661642	644.0
	"White"	"2106-3"	"Male"	"M"	"1 year"	"1"	2603	5636818	46.2
	"White"	"2106-3"	"Male"	"M"	"2 years"	"2"	1746	5660997	30.8
	"White"	"2106-3"	"Male"	"M"	"3 years"	"3"	1294	5727885	22.6
	"White"	"2106-3"	"Male"	"M"	"4 years"	"4"	1058	5783439	18.3
	"White"	"2106-3"	"Male"	"M"	"5 years"	"5"	921	5803812	15.9
	"White"	"2106-3"	"Male"	"M"	"6 years"	"6"	852	5791037	14.7
	"White"	"2106-3"	"Male"	"M"	"7 years"	"7"	815	5827960	14.0
	"White"	"2106-3"	"Male"	"M"	"8 years"	"8"	801	5863388	13.7
	"White"	"2106-3"	"Male"	"M"	"9 years"	"9"	771	5956809	12.9
	"White"	"2106-3"	"Male"	"M"	"10 years"	"10"	772	6192809	12.5
	"White"	"2106-3"	"Male"	"M"	"11 years"	"11"	923	6234675	14.8
	"White"	"2106-3"	"Male"	"M"	"12 years"	"12"	1034	6395581	16.2
	"White"	"2106-3"	"Male"	"M"	"13 years"	"13"	1430	6504790	22.0
	"White"	"2106-3"	"Male"	"M"	"14 years"	"14"	1842	6607094	27.9
	"White"	"2106-3"	"Male"	"M"	"15 years"	"15"	2552	6739852	37.9
	"White"	"2106-3"	"Male"	"M"	"16 years"	"16"	4022	6795421	59.2
	"White"	"2106-3"	"Male"	"M"	"17 years"	"17"	5177	6779632	76.4
	"White"	"2106-3"	"Male"	"M"	"18 years"	"18"	7188	6762847	106.3
	"White"	"2106-3"	"Male"	"M"	"19 years"	"19"	7822	6695130	116.8
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	8120	6576353	123.5
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	9143	6550154	139.6
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	8948	6471714	138.3
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	8832	6407968	137.8
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	8737	6321684	138.2
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	8701	6269054	138.8
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	8377	6085724	137.7
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	8289	5987033	138.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	7926	5844480	135.6
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	7851	5691231	137.9
	"White"	"2106-3"	"Male"	"M"	"30 years"	"30"	7811	5754053	135.7
	"White"	"2106-3"	"Male"	"M"	"31 years"	"31"	8102	5658911	143.2
	"White"	"2106-3"	"Male"	"M"	"32 years"	"32"	8409	5836265	144.1
	"White"	"2106-3"	"Male"	"M"	"33 years"	"33"	8925	6068453	147.1
	"White"	"2106-3"	"Male"	"M"	"34 years"	"34"	9656	6311378	153.0
	"White"	"2106-3"	"Male"	"M"	"35 years"	"35"	10778	6543466	164.7
	"White"	"2106-3"	"Male"	"M"	"36 years"	"36"	11233	6673417	168.3
	"White"	"2106-3"	"Male"	"M"	"37 years"	"37"	12322	6731796	183.0
	"White"	"2106-3"	"Male"	"M"	"38 years"	"38"	13271	6744282	196.8
	"White"	"2106-3"	"Male"	"M"	"39 years"	"39"	14388	6865439	209.6
	"White"	"2106-3"	"Male"	"M"	"40 years"	"40"	16186	7034555	230.1
	"White"	"2106-3"	"Male"	"M"	"41 years"	"41"	18442	7310926	252.3
	"White"	"2106-3"	"Male"	"M"	"42 years"	"42"	20893	7549438	276.7
	"White"	"2106-3"	"Male"	"M"	"43 years"	"43"	23322	7792240	299.3
	"White"	"2106-3"	"Male"	"M"	"44 years"	"44"	25695	7894674	325.5
	"White"	"2106-3"	"Male"	"M"	"45 years"	"45"	28162	7925194	355.3
	"White"	"2106-3"	"Male"	"M"	"46 years"	"46"	30987	8042433	385.3
	"White"	"2106-3"	"Male"	"M"	"47 years"	"47"	33432	8084235	413.5
	"White"	"2106-3"	"Male"	"M"	"48 years"	"48"	35953	7987396	450.1
	"White"	"2106-3"	"Male"	"M"	"49 years"	"49"	38768	7934827	488.6
	"White"	"2106-3"	"Male"	"M"	"50 years"	"50"	41598	7788439	534.1
	"White"	"2106-3"	"Male"	"M"	"51 years"	"51"	43983	7701919	571.1
	"White"	"2106-3"	"Male"	"M"	"52 years"	"52"	46793	7489453	624.8
	"White"	"2106-3"	"Male"	"M"	"53 years"	"53"	49145	7358460	667.9
	"White"	"2106-3"	"Male"	"M"	"54 years"	"54"	50469	7187762	702.2
	"White"	"2106-3"	"Male"	"M"	"55 years"	"55"	53191	6963613	763.8
	"White"	"2106-3"	"Male"	"M"	"56 years"	"56"	55086	6909453	797.3
	"White"	"2106-3"	"Male"	"M"	"57 years"	"57"	59365	6911588	858.9
	"White"	"2106-3"	"Male"	"M"	"58 years"	"58"	61227	6571705	931.7
	"White"	"2106-3"	"Male"	"M"	"59 years"	"59"	62317	6217550	1002.3
	"White"	"2106-3"	"Male"	"M"	"60 years"	"60"	64930	5850430	1109.8
	"White"	"2106-3"	"Male"	"M"	"61 years"	"61"	66719	5658341	1179.1
	"White"	"2106-3"	"Male"	"M"	"62 years"	"62"	67284	5142476	1308.4
	"White"	"2106-3"	"Male"	"M"	"63 years"	"63"	70839	4964537	1426.9
	"White"	"2106-3"	"Male"	"M"	"64 years"	"64"	73488	4722092	1556.3
	"White"	"2106-3"	"Male"	"M"	"65 years"	"65"	74739	4475440	1670.0
	"White"	"2106-3"	"Male"	"M"	"66 years"	"66"	75416	4163069	1811.5
	"White"	"2106-3"	"Male"	"M"	"67 years"	"67"	77559	3946123	1965.4
	"White"	"2106-3"	"Male"	"M"	"68 years"	"68"	80080	3772290	2122.8
	"White"	"2106-3"	"Male"	"M"	"69 years"	"69"	84478	3622952	2331.7
	"White"	"2106-3"	"Male"	"M"	"70 years"	"70"	87531	3426982	2554.2
	"White"	"2106-3"	"Male"	"M"	"71 years"	"71"	91647	3305457	2772.6
	"White"	"2106-3"	"Male"	"M"	"72 years"	"72"	96739	3176620	3045.3
	"White"	"2106-3"	"Male"	"M"	"73 years"	"73"	103970	3079469	3376.2
	"White"	"2106-3"	"Male"	"M"	"74 years"	"74"	108653	2964233	3665.5
	"White"	"2106-3"	"Male"	"M"	"75 years"	"75"	116156	2857789	4064.5
	"White"	"2106-3"	"Male"	"M"	"76 years"	"76"	123156	2791152	4412.4
	"White"	"2106-3"	"Male"	"M"	"77 years"	"77"	130273	2672459	4874.6
	"White"	"2106-3"	"Male"	"M"	"78 years"	"78"	135995	2536533	5361.5
	"White"	"2106-3"	"Male"	"M"	"79 years"	"79"	141717	2384729	5942.7
	"White"	"2106-3"	"Male"	"M"	"80 years"	"80"	146067	2213162	6599.9
	"White"	"2106-3"	"Male"	"M"	"81 years"	"81"	149111	2052350	7265.4
	"White"	"2106-3"	"Male"	"M"	"82 years"	"82"	150942	1866064	8088.8
	"White"	"2106-3"	"Male"	"M"	"83 years"	"83"	151776	1703381	8910.3
	"White"	"2106-3"	"Male"	"M"	"84 years"	"84"	149737	1504123	9955.1
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	143792	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	137739	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	127771	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	116982	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	104745	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	92956	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	79986	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	66919	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"93 years"	"93"	54670	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"94 years"	"94"	43222	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"95 years"	"95"	32707	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"96 years"	"96"	23729	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"97 years"	"97"	17189	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"98 years"	"98"	11679	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"99 years"	"99"	7752	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"100+ years"	"100"	12379	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	323	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: deaths_crude_race_gender_age_04-08"
"Gender: Female; Male"
"Hispanic Origin: Not Hispanic or Latino"
"Race: Black or African American; White"
"Year/Month: 2004; 2005; 2006; 2007; 2008"
"Group By: Race; Gender; Single-Year Ages"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 22, 2023 12:42:42 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 22, 2023 12:42:42 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
