"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	32332	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	66784	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	114	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	38183	5832142	654.7
	"White"	"2106-3"	"Male"	"M"	"1 year"	"1"	2754	5848544	47.1
	"White"	"2106-3"	"Male"	"M"	"2 years"	"2"	2020	5847506	34.5
	"White"	"2106-3"	"Male"	"M"	"3 years"	"3"	1592	5884776	27.1
	"White"	"2106-3"	"Male"	"M"	"4 years"	"4"	1226	5969575	20.5
	"White"	"2106-3"	"Male"	"M"	"5 years"	"5"	1090	6047577	18.0
	"White"	"2106-3"	"Male"	"M"	"6 years"	"6"	1000	6150236	16.3
	"White"	"2106-3"	"Male"	"M"	"7 years"	"7"	957	6300942	15.2
	"White"	"2106-3"	"Male"	"M"	"8 years"	"8"	969	6426790	15.1
	"White"	"2106-3"	"Male"	"M"	"9 years"	"9"	949	6589986	14.4
	"White"	"2106-3"	"Male"	"M"	"10 years"	"10"	1113	6716687	16.6
	"White"	"2106-3"	"Male"	"M"	"11 years"	"11"	1115	6748242	16.5
	"White"	"2106-3"	"Male"	"M"	"12 years"	"12"	1375	6799495	20.2
	"White"	"2106-3"	"Male"	"M"	"13 years"	"13"	1665	6778554	24.6
	"White"	"2106-3"	"Male"	"M"	"14 years"	"14"	2174	6746444	32.2
	"White"	"2106-3"	"Male"	"M"	"15 years"	"15"	2895	6707849	43.2
	"White"	"2106-3"	"Male"	"M"	"16 years"	"16"	4698	6731049	69.8
	"White"	"2106-3"	"Male"	"M"	"17 years"	"17"	5838	6721297	86.9
	"White"	"2106-3"	"Male"	"M"	"18 years"	"18"	7255	6648435	109.1
	"White"	"2106-3"	"Male"	"M"	"19 years"	"19"	8140	6638145	122.6
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	7859	6501753	120.9
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	8357	6333932	131.9
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	7793	6161405	126.5
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	7367	5938850	124.0
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	7062	5810197	121.5
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	6671	5752562	116.0
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	6733	5684983	118.4
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	6814	5829608	116.9
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	7205	6070782	118.7
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	7651	6283406	121.8
	"White"	"2106-3"	"Male"	"M"	"30 years"	"30"	8093	6587140	122.9
	"White"	"2106-3"	"Male"	"M"	"31 years"	"31"	8733	6642209	131.5
	"White"	"2106-3"	"Male"	"M"	"32 years"	"32"	9093	6795380	133.8
	"White"	"2106-3"	"Male"	"M"	"33 years"	"33"	9863	6792750	145.2
	"White"	"2106-3"	"Male"	"M"	"34 years"	"34"	10576	6901466	153.2
	"White"	"2106-3"	"Male"	"M"	"35 years"	"35"	11802	7194292	164.0
	"White"	"2106-3"	"Male"	"M"	"36 years"	"36"	12827	7379227	173.8
	"White"	"2106-3"	"Male"	"M"	"37 years"	"37"	14578	7652659	190.5
	"White"	"2106-3"	"Male"	"M"	"38 years"	"38"	16298	7859422	207.4
	"White"	"2106-3"	"Male"	"M"	"39 years"	"39"	17680	8025008	220.3
	"White"	"2106-3"	"Male"	"M"	"40 years"	"40"	19650	8167715	240.6
	"White"	"2106-3"	"Male"	"M"	"41 years"	"41"	21176	8139560	260.2
	"White"	"2106-3"	"Male"	"M"	"42 years"	"42"	22691	8230101	275.7
	"White"	"2106-3"	"Male"	"M"	"43 years"	"43"	24972	8101755	308.2
	"White"	"2106-3"	"Male"	"M"	"44 years"	"44"	26624	8028506	331.6
	"White"	"2106-3"	"Male"	"M"	"45 years"	"45"	28106	7996983	351.5
	"White"	"2106-3"	"Male"	"M"	"46 years"	"46"	30339	7785368	389.7
	"White"	"2106-3"	"Male"	"M"	"47 years"	"47"	32009	7670864	417.3
	"White"	"2106-3"	"Male"	"M"	"48 years"	"48"	33692	7458153	451.7
	"White"	"2106-3"	"Male"	"M"	"49 years"	"49"	35401	7295730	485.2
	"White"	"2106-3"	"Male"	"M"	"50 years"	"50"	36830	7199890	511.5
	"White"	"2106-3"	"Male"	"M"	"51 years"	"51"	38856	7039798	551.9
	"White"	"2106-3"	"Male"	"M"	"52 years"	"52"	41651	7159773	581.7
	"White"	"2106-3"	"Male"	"M"	"53 years"	"53"	42916	6652711	645.1
	"White"	"2106-3"	"Male"	"M"	"54 years"	"54"	44700	6431506	695.0
	"White"	"2106-3"	"Male"	"M"	"55 years"	"55"	46812	6135032	763.0
	"White"	"2106-3"	"Male"	"M"	"56 years"	"56"	48770	5895701	827.2
	"White"	"2106-3"	"Male"	"M"	"57 years"	"57"	48902	5328713	917.7
	"White"	"2106-3"	"Male"	"M"	"58 years"	"58"	51823	5184469	999.6
	"White"	"2106-3"	"Male"	"M"	"59 years"	"59"	54662	4962804	1101.4
	"White"	"2106-3"	"Male"	"M"	"60 years"	"60"	56940	4752542	1198.1
	"White"	"2106-3"	"Male"	"M"	"61 years"	"61"	58132	4438566	1309.7
	"White"	"2106-3"	"Male"	"M"	"62 years"	"62"	61346	4226513	1451.5
	"White"	"2106-3"	"Male"	"M"	"63 years"	"63"	64595	4083675	1581.8
	"White"	"2106-3"	"Male"	"M"	"64 years"	"64"	68652	3975452	1726.9
	"White"	"2106-3"	"Male"	"M"	"65 years"	"65"	71842	3811650	1884.8
	"White"	"2106-3"	"Male"	"M"	"66 years"	"66"	75310	3673945	2049.8
	"White"	"2106-3"	"Male"	"M"	"67 years"	"67"	81178	3610423	2248.4
	"White"	"2106-3"	"Male"	"M"	"68 years"	"68"	86747	3546741	2445.8
	"White"	"2106-3"	"Male"	"M"	"69 years"	"69"	93460	3469870	2693.5
	"White"	"2106-3"	"Male"	"M"	"70 years"	"70"	100351	3414576	2938.9
	"White"	"2106-3"	"Male"	"M"	"71 years"	"71"	108025	3371247	3204.3
	"White"	"2106-3"	"Male"	"M"	"72 years"	"72"	116048	3276533	3541.8
	"White"	"2106-3"	"Male"	"M"	"73 years"	"73"	123278	3183576	3872.3
	"White"	"2106-3"	"Male"	"M"	"74 years"	"74"	129068	3072206	4201.2
	"White"	"2106-3"	"Male"	"M"	"75 years"	"75"	136385	2944736	4631.5
	"White"	"2106-3"	"Male"	"M"	"76 years"	"76"	141250	2789286	5064.0
	"White"	"2106-3"	"Male"	"M"	"77 years"	"77"	146455	2642584	5542.1
	"White"	"2106-3"	"Male"	"M"	"78 years"	"78"	150837	2494753	6046.2
	"White"	"2106-3"	"Male"	"M"	"79 years"	"79"	154190	2278878	6766.0
	"White"	"2106-3"	"Male"	"M"	"80 years"	"80"	153462	2090193	7342.0
	"White"	"2106-3"	"Male"	"M"	"81 years"	"81"	153807	1881036	8176.7
	"White"	"2106-3"	"Male"	"M"	"82 years"	"82"	151006	1675647	9011.8
	"White"	"2106-3"	"Male"	"M"	"83 years"	"83"	146499	1464571	10002.9
	"White"	"2106-3"	"Male"	"M"	"84 years"	"84"	141029	1272048	11086.8
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	135841	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	127782	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	117754	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	106538	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	94687	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	81455	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	69347	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	57885	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"93 years"	"93"	47068	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"94 years"	"94"	36985	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"95 years"	"95"	28162	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"96 years"	"96"	21041	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"97 years"	"97"	14798	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"98 years"	"98"	10377	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"99 years"	"99"	7144	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"100+ years"	"100"	11677	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	422	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: deaths_crude_race_gender_age_99-03"
"Gender: Female; Male"
"Hispanic Origin: Not Hispanic or Latino"
"Race: Black or African American; White"
"Year/Month: 1999; 2000; 2001; 2002; 2003"
"Group By: Race; Gender; Single-Year Ages"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 22, 2023 12:40:18 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 22, 2023 12:40:18 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
