"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	45640	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	95576	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	106	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	27659	5244617	527.4
	"White"	"2106-3"	"Male"	"M"	"1 year"	"1"	2048	5264193	38.9
	"White"	"2106-3"	"Male"	"M"	"2 years"	"2"	1449	5303911	27.3
	"White"	"2106-3"	"Male"	"M"	"3 years"	"3"	1066	5327473	20.0
	"White"	"2106-3"	"Male"	"M"	"4 years"	"4"	867	5336012	16.2
	"White"	"2106-3"	"Male"	"M"	"5 years"	"5"	728	5347851	13.6
	"White"	"2106-3"	"Male"	"M"	"6 years"	"6"	632	5398810	11.7
	"White"	"2106-3"	"Male"	"M"	"7 years"	"7"	626	5458117	11.5
	"White"	"2106-3"	"Male"	"M"	"8 years"	"8"	612	5512033	11.1
	"White"	"2106-3"	"Male"	"M"	"9 years"	"9"	627	5574879	11.2
	"White"	"2106-3"	"Male"	"M"	"10 years"	"10"	675	5650851	11.9
	"White"	"2106-3"	"Male"	"M"	"11 years"	"11"	687	5690730	12.1
	"White"	"2106-3"	"Male"	"M"	"12 years"	"12"	852	5714463	14.9
	"White"	"2106-3"	"Male"	"M"	"13 years"	"13"	1122	5768210	19.5
	"White"	"2106-3"	"Male"	"M"	"14 years"	"14"	1483	5841169	25.4
	"White"	"2106-3"	"Male"	"M"	"15 years"	"15"	1966	5888524	33.4
	"White"	"2106-3"	"Male"	"M"	"16 years"	"16"	2741	5942217	46.1
	"White"	"2106-3"	"Male"	"M"	"17 years"	"17"	3485	6006802	58.0
	"White"	"2106-3"	"Male"	"M"	"18 years"	"18"	4873	6057771	80.4
	"White"	"2106-3"	"Male"	"M"	"19 years"	"19"	5765	6107868	94.4
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	6304	6182382	102.0
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	7561	6274038	120.5
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	8210	6394529	128.4
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	8912	6522225	136.6
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	9610	6626640	145.0
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	10050	6665586	150.8
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	10386	6656718	156.0
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	10915	6598388	165.4
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	11114	6520364	170.5
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	11250	6450944	174.4
	"White"	"2106-3"	"Male"	"M"	"30 years"	"30"	11477	6381160	179.9
	"White"	"2106-3"	"Male"	"M"	"31 years"	"31"	11956	6357902	188.0
	"White"	"2106-3"	"Male"	"M"	"32 years"	"32"	12299	6345490	193.8
	"White"	"2106-3"	"Male"	"M"	"33 years"	"33"	12597	6315562	199.5
	"White"	"2106-3"	"Male"	"M"	"34 years"	"34"	13023	6295032	206.9
	"White"	"2106-3"	"Male"	"M"	"35 years"	"35"	13319	6244940	213.3
	"White"	"2106-3"	"Male"	"M"	"36 years"	"36"	13442	6150321	218.6
	"White"	"2106-3"	"Male"	"M"	"37 years"	"37"	13514	6043333	223.6
	"White"	"2106-3"	"Male"	"M"	"38 years"	"38"	13570	5907202	229.7
	"White"	"2106-3"	"Male"	"M"	"39 years"	"39"	13912	5799242	239.9
	"White"	"2106-3"	"Male"	"M"	"40 years"	"40"	14060	5728264	245.4
	"White"	"2106-3"	"Male"	"M"	"41 years"	"41"	14924	5706198	261.5
	"White"	"2106-3"	"Male"	"M"	"42 years"	"42"	15776	5783040	272.8
	"White"	"2106-3"	"Male"	"M"	"43 years"	"43"	17228	6009860	286.7
	"White"	"2106-3"	"Male"	"M"	"44 years"	"44"	19161	6220400	308.0
	"White"	"2106-3"	"Male"	"M"	"45 years"	"45"	21293	6403099	332.5
	"White"	"2106-3"	"Male"	"M"	"46 years"	"46"	23654	6532187	362.1
	"White"	"2106-3"	"Male"	"M"	"47 years"	"47"	25566	6597685	387.5
	"White"	"2106-3"	"Male"	"M"	"48 years"	"48"	27932	6584338	424.2
	"White"	"2106-3"	"Male"	"M"	"49 years"	"49"	30839	6644250	464.1
	"White"	"2106-3"	"Male"	"M"	"50 years"	"50"	34571	6815019	507.3
	"White"	"2106-3"	"Male"	"M"	"51 years"	"51"	39065	7026287	556.0
	"White"	"2106-3"	"Male"	"M"	"52 years"	"52"	43945	7233197	607.5
	"White"	"2106-3"	"Male"	"M"	"53 years"	"53"	49447	7446711	664.0
	"White"	"2106-3"	"Male"	"M"	"54 years"	"54"	54626	7567747	721.8
	"White"	"2106-3"	"Male"	"M"	"55 years"	"55"	59899	7603287	787.8
	"White"	"2106-3"	"Male"	"M"	"56 years"	"56"	64530	7630779	845.7
	"White"	"2106-3"	"Male"	"M"	"57 years"	"57"	70068	7628509	918.5
	"White"	"2106-3"	"Male"	"M"	"58 years"	"58"	73608	7532845	977.2
	"White"	"2106-3"	"Male"	"M"	"59 years"	"59"	78805	7422296	1061.7
	"White"	"2106-3"	"Male"	"M"	"60 years"	"60"	82194	7297298	1126.4
	"White"	"2106-3"	"Male"	"M"	"61 years"	"61"	86485	7122372	1214.3
	"White"	"2106-3"	"Male"	"M"	"62 years"	"62"	90100	6917868	1302.4
	"White"	"2106-3"	"Male"	"M"	"63 years"	"63"	94118	6721144	1400.3
	"White"	"2106-3"	"Male"	"M"	"64 years"	"64"	96152	6500128	1479.2
	"White"	"2106-3"	"Male"	"M"	"65 years"	"65"	99065	6308621	1570.3
	"White"	"2106-3"	"Male"	"M"	"66 years"	"66"	103035	6162036	1672.1
	"White"	"2106-3"	"Male"	"M"	"67 years"	"67"	108931	6141949	1773.6
	"White"	"2106-3"	"Male"	"M"	"68 years"	"68"	110539	5780059	1912.4
	"White"	"2106-3"	"Male"	"M"	"69 years"	"69"	113469	5437186	2086.9
	"White"	"2106-3"	"Male"	"M"	"70 years"	"70"	115248	5103939	2258.0
	"White"	"2106-3"	"Male"	"M"	"71 years"	"71"	119154	4810035	2477.2
	"White"	"2106-3"	"Male"	"M"	"72 years"	"72"	117427	4307758	2725.9
	"White"	"2106-3"	"Male"	"M"	"73 years"	"73"	121153	4080390	2969.2
	"White"	"2106-3"	"Male"	"M"	"74 years"	"74"	124374	3820205	3255.7
	"White"	"2106-3"	"Male"	"M"	"75 years"	"75"	126475	3544268	3568.4
	"White"	"2106-3"	"Male"	"M"	"76 years"	"76"	125422	3213996	3902.4
	"White"	"2106-3"	"Male"	"M"	"77 years"	"77"	127811	2957250	4322.0
	"White"	"2106-3"	"Male"	"M"	"78 years"	"78"	128919	2746132	4694.6
	"White"	"2106-3"	"Male"	"M"	"79 years"	"79"	132855	2553675	5202.5
	"White"	"2106-3"	"Male"	"M"	"80 years"	"80"	135679	2342641	5791.7
	"White"	"2106-3"	"Male"	"M"	"81 years"	"81"	138508	2147799	6448.8
	"White"	"2106-3"	"Male"	"M"	"82 years"	"82"	141464	1980323	7143.5
	"White"	"2106-3"	"Male"	"M"	"83 years"	"83"	143976	1818815	7915.9
	"White"	"2106-3"	"Male"	"M"	"84 years"	"84"	147301	1661166	8867.3
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	148049	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	149377	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	147338	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	142305	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	135006	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	125645	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	112928	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	100016	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"93 years"	"93"	85928	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"94 years"	"94"	69993	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"95 years"	"95"	54798	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"96 years"	"96"	41785	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"97 years"	"97"	30145	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"98 years"	"98"	20713	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"99 years"	"99"	13682	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"100+ years"	"100"	20936	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	211	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: deaths_crude_race_gender_age_14-18"
"Gender: Female; Male"
"Hispanic Origin: Not Hispanic or Latino"
"Race: Black or African American; White"
"Year/Month: 2014; 2015; 2016; 2017; 2018"
"Group By: Race; Gender; Single-Year Ages"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 22, 2023 12:46:58 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 22, 2023 12:46:58 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"6. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
